path,out_ages,out_genders,face_scores
./Dataset-copy/imdb_faces/imdb_crop/27/nm2762027_rm2281494016_1996-1-26_1997.jpg,1,1,4.282214678120221
./Dataset-copy/imdb_faces/imdb_crop/17/nm3835417_rm1714207488_2008-9-17_2010.jpg,1,0,2.609595620734052
./Dataset-copy/imdb_faces/imdb_crop/78/nm1024878_rm1759816960_1973-12-28_1975.jpg,1,1,2.636417969681389
./Dataset-copy/imdb_faces/imdb_crop/80/nm0001580_rm3544177664_1986-6-13_1987.jpg,1,0,2.5130108437763665
./Dataset-copy/imdb_faces/imdb_crop/19/nm1325419_rm2409282304_1973-8-22_1975.jpg,1,0,1.3735219914801045
./Dataset-copy/imdb_faces/imdb_crop/01/nm0840401_rm1346290688_1961-12-12_1963.jpg,1,0,3.692952736210984
./Dataset-copy/imdb_faces/imdb_crop/27/nm2762027_rm3120354816_1996-1-26_1997.jpg,1,1,3.923526057431279
./Dataset-copy/imdb_faces/imdb_crop/64/nm0913964_rm2936980480_1961-12-19_1963.jpg,1,1,2.3846833098748466
./Dataset-copy/imdb_faces/imdb_crop/19/nm1325419_rm1994697984_1973-8-22_1975.jpg,1,0,2.420358549623529
./Dataset-copy/imdb_faces/imdb_crop/33/nm0000233_rm243715840_1963-3-27_1964.jpg,1,1,3.965563869008628
./Dataset-copy/imdb_faces/imdb_crop/27/nm2762027_rm3103577600_1996-1-26_1997.jpg,1,1,4.058649940337404
./Dataset-copy/imdb_faces/imdb_crop/27/nm2762027_rm2868696576_1996-1-26_1997.jpg,1,1,4.3359024292062704
./Dataset-copy/imdb_faces/imdb_crop/27/nm2762027_rm1576850944_1996-1-26_1997.jpg,1,1,2.965361230795144
./Dataset-copy/imdb_faces/imdb_crop/22/nm3543122_rm608863744_2002-10-3_2004.jpg,1,1,2.8075760998480344
./Dataset-copy/imdb_faces/imdb_crop/72/nm0019172_rm2741344768_1963-9-5_1965.jpg,1,0,5.428721880413125
./Dataset-copy/imdb_faces/imdb_crop/78/nm1024878_rm748262400_1973-12-28_1975.jpg,1,1,4.810730995598815
./Dataset-copy/imdb_faces/imdb_crop/33/nm0000233_rm176606976_1963-3-27_1964.jpg,1,1,4.577353994776663
./Dataset-copy/imdb_faces/imdb_crop/78/nm1024878_rm2409282304_1973-12-28_1975.jpg,1,1,1.3735219914801045
./Dataset-copy/imdb_faces/imdb_crop/17/nm3835417_rm1697430272_2008-9-17_2010.jpg,1,0,2.069749710655959
./Dataset-copy/imdb_faces/imdb_crop/19/nm1325419_rm2224732928_1973-8-22_1975.jpg,1,0,1.5087812954311226
./Dataset-copy/imdb_faces/imdb_crop/78/nm1024878_rm765039616_1973-12-28_1975.jpg,1,1,4.5869037401830886
./Dataset-copy/imdb_faces/imdb_crop/19/nm1325419_rm1271380480_1973-8-22_1975.jpg,1,0,1.5783874270556892
./Dataset-copy/imdb_faces/imdb_crop/17/nm3835417_rm19708672_2008-9-17_2010.jpg,1,0,2.9412560512993275
./Dataset-copy/imdb_faces/imdb_crop/17/nm3835417_rm1680653056_2008-9-17_2010.jpg,1,0,2.1372485075334176
./Dataset-copy/imdb_faces/imdb_crop/50/nm0819850_rm3808156928_1992-8-4_1994.jpg,1,1,3.018898593647908
./Dataset-copy/imdb_faces/imdb_crop/17/nm3835417_rm153926400_2008-9-17_2010.jpg,1,0,1.5746791580488342
./Dataset-copy/imdb_faces/imdb_crop/19/nm1325419_rm1231928576_1973-8-22_1975.jpg,1,0,2.58495988529148
./Dataset-copy/imdb_faces/imdb_crop/72/nm0019172_rm2707790336_1963-9-5_1965.jpg,1,0,3.9895918286297687
./Dataset-copy/imdb_faces/imdb_crop/15/nm1622615_rm3123895296_1979-11-22_1981.jpg,1,1,1.800955091530762
./Dataset-copy/imdb_faces/imdb_crop/17/nm3835417_rm372030208_2008-9-17_2010.jpg,1,0,2.117512420831018
./Dataset-copy/imdb_faces/imdb_crop/72/nm0019172_rm2724567552_1963-9-5_1965.jpg,1,0,3.8202393809295407
./Dataset-copy/imdb_faces/imdb_crop/78/nm1024878_rm1271380480_1973-12-28_1975.jpg,1,1,1.5783874270556892
./Dataset-copy/imdb_faces/imdb_crop/23/nm0046723_rm786417920_1988-12-5_1990.jpg,1,1,1.6786008876334502
