./Dataset-copy/imdb_faces/imdb_crop/65/nm0924965_rm2828254976_1984-0-0_2004.jpg,20,0,5.3051099513821915,[[ 95  86 265 265]]
./Dataset-copy/imdb_faces/imdb_crop/04/nm0000404_rm1126270720_1937-12-21_2010.jpg,72,0,4.4615227972221465,[[ 91  54 186 186]]
./Dataset-copy/imdb_faces/imdb_crop/23/nm0000323_rm673361920_1933-3-14_2012.jpg,79,1,2.6839442503906947,[[104 116 217 217]]
./Dataset-copy/imdb_faces/imdb_crop/40/nm0326040_rm696358912_1962-7-7_2005.jpg,42,1,4.495562086612871,[[ 85  54 159 159]]
./Dataset-copy/imdb_faces/imdb_crop/54/nm0000354_rm728215552_1970-10-8_2006.jpg,35,1,4.1790864272660615,[[104  73 328 328]]
./Dataset-copy/imdb_faces/imdb_crop/85/nm0000385_rm1619564544_1944-8-9_2000.jpg,55,1,3.646609448619567,[[58 35 83 83]]
./Dataset-copy/imdb_faces/imdb_crop/36/nm0001136_rm2103748352_1936-6-4_2013.jpg,77,1,4.181563633244814,[[ 91  85 279 279]]
./Dataset-copy/imdb_faces/imdb_crop/10/nm0593310_rm3032058880_1970-3-27_2009.jpg,39,0,2.444433844041165,[[44 49 97 97]]
./Dataset-copy/imdb_faces/imdb_crop/99/nm0268199_rm4149582336_1976-5-31_2006.jpg,30,1,5.477454781030179,[[28 19 68 68]]
./Dataset-copy/imdb_faces/imdb_crop/60/nm1602660_rm4075616512_1981-8-20_2014.jpg,32,1,2.3171214009858976,[[150 107 221 221]]
./Dataset-copy/imdb_faces/imdb_crop/85/nm0000685_rm2392451584_1938-12-29_2013.jpg,74,1,2.7908590137262776,[[ 36  41 147 147]]
./Dataset-copy/imdb_faces/imdb_crop/31/nm0000531_rm2812843520_1957-6-23_2008.jpg,51,0,3.0980642790498054,[[65 37 88 88]]
./Dataset-copy/imdb_faces/imdb_crop/18/nm0148418_rm3898840064_1988-6-7_2008.jpg,20,1,3.655902482958467,[[41 35 90 90]]
./Dataset-copy/imdb_faces/imdb_crop/72/nm1128572_rm2465895424_1979-3-24_2007.jpg,28,0,2.890291867782967,[[12 15 38 38]]
./Dataset-copy/imdb_faces/imdb_crop/47/nm0005447_rm3654720256_1983-6-10_2004.jpg,21,0,5.4381721234021185,[[ 50  38 121 121]]
./Dataset-copy/imdb_faces/imdb_crop/01/nm0316701_rm1340971264_1996-10-5_2001.jpg,4,0,3.6229440934616095,[[ 81  88 274 274]]
./Dataset-copy/imdb_faces/imdb_crop/12/nm0046112_rm2656928000_1986-11-1_2010.jpg,23,1,4.478445506742722,[[31 30 72 72]]
./Dataset-copy/imdb_faces/imdb_crop/42/nm0000142_rm2768433664_1930-5-31_2015.jpg,85,1,3.245857460493164,[[ 98  96 260 260]]
./Dataset-copy/imdb_faces/imdb_crop/12/nm0005412_rm2307758848_1951-2-15_2003.jpg,52,0,4.518026529650993,[[ 42  44 116 116]]
./Dataset-copy/imdb_faces/imdb_crop/48/nm0005348_rm2260179712_1922-3-20_2007.jpg,85,1,4.0837126842610285,[[ 48  40 177 177]]
./Dataset-copy/imdb_faces/imdb_crop/55/nm0000255_rm4029852672_1972-8-15_1976.jpg,3,1,3.68480998659347,[[40 26 78 78]]
./Dataset-copy/imdb_faces/imdb_crop/03/nm0446303_rm383555584_1929-7-11_2005.jpg,75,1,3.0990798919288816,[[20 19 74 74]]
./Dataset-copy/imdb_faces/imdb_crop/23/nm0000323_rm1344986112_1933-3-14_2013.jpg,80,1,3.2463332196561496,[[ 34  26 242 242]]
./Dataset-copy/imdb_faces/imdb_crop/27/nm0001127_rm3413999616_1956-3-13_2011.jpg,55,0,3.9172154451915873,[[28 20 60 60]]
./Dataset-copy/imdb_faces/imdb_crop/84/nm0001784_rm2644548352_1910-7-4_2005.jpg,94,0,4.641400525449846,[[ 28  29 103 103]]
./Dataset-copy/imdb_faces/imdb_crop/99/nm0000199_rm2504699136_1940-4-25_2013.jpg,73,1,4.4745907194940475,[[ 89  87 276 276]]
