path,out_ages,out_genders,face_scores
./Dataset-copy/imdb_faces/imdb_crop/21/nm2202521_rm3538786560_1998-7-22_2007.jpg,8,0,2.1890313921438533
./Dataset-copy/imdb_faces/imdb_crop/65/nm2051265_rm3861681152_1999-2-19_2007.jpg,8,1,4.299477898073166
./Dataset-copy/imdb_faces/imdb_crop/21/nm2202521_rm3387791616_1998-7-22_2007.jpg,8,0,1.0787622725217247
./Dataset-copy/imdb_faces/imdb_crop/82/nm1739782_rm2264832768_1999-4-7_2007.jpg,8,1,3.2344721480314904
./Dataset-copy/imdb_faces/imdb_crop/82/nm0014582_rm4232023552_1990-1-7_1998.jpg,8,1,2.307772711292277
./Dataset-copy/imdb_faces/imdb_crop/02/nm1675002_rm3580213504_1997-3-29_2005.jpg,8,1,1.2819487577588802
./Dataset-copy/imdb_faces/imdb_crop/21/nm2202521_rm3605895424_1998-7-22_2007.jpg,8,0,2.7291857740707783
./Dataset-copy/imdb_faces/imdb_crop/50/nm0143150_rm3440095744_1979-11-8_1988.jpg,8,1,3.177411478577281
./Dataset-copy/imdb_faces/imdb_crop/11/nm3121911_rm613595904_2002-2-5_2010.jpg,8,1,1.4961058996309664
./Dataset-copy/imdb_faces/imdb_crop/83/nm1249883_rm1124440576_1984-10-3_1993.jpg,8,0,1.0000554366084662
./Dataset-copy/imdb_faces/imdb_crop/81/nm2079681_rm3895433728_2000-4-11_2008.jpg,8,0,5.749327182809262
./Dataset-copy/imdb_faces/imdb_crop/11/nm3121911_rm630373120_2002-2-5_2010.jpg,8,1,1.06646605355125
./Dataset-copy/imdb_faces/imdb_crop/14/nm1122614_rm3217394432_1996-5-6_2004.jpg,8,1,1.1060001080531063
./Dataset-copy/imdb_faces/imdb_crop/78/nm0539678_rm3184428288_1984-7-7_1993.jpg,8,1,2.134456168317706
./Dataset-copy/imdb_faces/imdb_crop/15/nm0001515_rm2955185664_1983-9-21_1992.jpg,8,1,1.2690789223473744
./Dataset-copy/imdb_faces/imdb_crop/88/nm0035488_rm3120869888_1966-12-4_1975.jpg,8,1,2.4710865446053503
./Dataset-copy/imdb_faces/imdb_crop/30/nm5242830_rm4047555072_2006-5-26_2014.jpg,8,0,6.257635227241383
./Dataset-copy/imdb_faces/imdb_crop/21/nm2202521_rm3673004288_1998-7-22_2007.jpg,8,0,5.080954481400642
./Dataset-copy/imdb_faces/imdb_crop/80/nm1425780_rm2779155712_2000-4-15_2008.jpg,8,0,1.1008466867046522
./Dataset-copy/imdb_faces/imdb_crop/73/nm5204873_rm2854343168_2003-12-13_2012.jpg,8,0,3.1694478629678966
./Dataset-copy/imdb_faces/imdb_crop/06/nm0521106_rm3665069312_1978-8-9_1987.jpg,8,0,2.7105014560196232
./Dataset-copy/imdb_faces/imdb_crop/38/nm0234538_rm1258814208_1955-11-9_1964.jpg,8,0,3.043820073823132
./Dataset-copy/imdb_faces/imdb_crop/45/nm0339745_rm3816671232_1978-5-26_1986.jpg,8,1,2.61172923221662
./Dataset-copy/imdb_faces/imdb_crop/14/nm1137414_rm1737399040_1994-4-16_2002.jpg,8,0,4.1278207865455325
./Dataset-copy/imdb_faces/imdb_crop/05/nm1505005_rm330927104_1996-6-5_2004.jpg,8,1,2.887394598969504
./Dataset-copy/imdb_faces/imdb_crop/23/nm1064823_rm1336646400_1994-5-24_2002.jpg,8,1,4.886699880152248
./Dataset-copy/imdb_faces/imdb_crop/09/nm1993409_rm2282592768_1997-8-19_2006.jpg,8,1,4.119477656062868
./Dataset-copy/imdb_faces/imdb_crop/88/nm0377888_rm3913075712_1971-5-25_1979.jpg,8,1,2.5221380472695305
./Dataset-copy/imdb_faces/imdb_crop/65/nm2051265_rm2553058304_1999-2-19_2007.jpg,8,1,5.63538227205865
./Dataset-copy/imdb_faces/imdb_crop/38/nm0234538_rm1158150912_1955-11-9_1964.jpg,8,0,1.838121006689824
./Dataset-copy/imdb_faces/imdb_crop/92/nm4680692_rm3846098944_2005-1-11_2013.jpg,8,1,2.006446676641469
./Dataset-copy/imdb_faces/imdb_crop/01/nm4652001_rm3707482880_2002-7-23_2011.jpg,8,1,5.188987945937685
./Dataset-copy/imdb_faces/imdb_crop/56/nm0413656_rm2877212672_1980-10-16_1989.jpg,8,1,4.072261411990232
./Dataset-copy/imdb_faces/imdb_crop/98/nm5904498_rm483914240_2005-2-23_2013.jpg,8,1,2.6733698813059554
./Dataset-copy/imdb_faces/imdb_crop/27/nm1462727_rm2326305024_1995-10-25_2004.jpg,8,0,2.098724779564885
./Dataset-copy/imdb_faces/imdb_crop/85/nm2684485_rm2899678720_1999-8-21_2008.jpg,8,1,1.4064418924448032
./Dataset-copy/imdb_faces/imdb_crop/21/nm2202521_rm703502592_1998-7-22_2007.jpg,8,0,4.195874699262927
./Dataset-copy/imdb_faces/imdb_crop/31/nm3489031_rm3531309056_2002-0-0_2010.jpg,8,1,2.189198108385379
./Dataset-copy/imdb_faces/imdb_crop/48/nm0107748_rm3258759424_1992-5-18_2000.jpg,8,1,2.8713030526968883
./Dataset-copy/imdb_faces/imdb_crop/84/nm0566084_rm2328074496_1992-9-28_2001.jpg,8,0,1.1922775765689229
./Dataset-copy/imdb_faces/imdb_crop/98/nm0933798_rm67156224_1987-7-24_1996.jpg,8,0,2.234560728477053
./Dataset-copy/imdb_faces/imdb_crop/14/nm1137414_rm1720621824_1994-4-16_2002.jpg,8,0,4.740039785519897
