path,out_ages,out_genders,face_scores
./Dataset-copy/imdb_faces/imdb_crop/94/nm0001394_rm3722638080_1938-10-22_2015.jpg,76,1,2.2207582827264467
./Dataset-copy/imdb_faces/imdb_crop/12/nm0001012_rm3019354112_1938-4-15_2014.jpg,76,0,1.353996536122227
./Dataset-copy/imdb_faces/imdb_crop/66/nm0607666_rm1589233664_1931-5-18_2007.jpg,76,1,2.9004019623306716
./Dataset-copy/imdb_faces/imdb_crop/65/nm0000265_rm2186385664_1925-2-20_2001.jpg,76,1,2.597614579372896
./Dataset-copy/imdb_faces/imdb_crop/66/nm0607666_rm3784297216_1931-5-18_2007.jpg,76,1,3.541697856326183
./Dataset-copy/imdb_faces/imdb_crop/65/nm0005065_rm3050933760_1933-3-14_2009.jpg,76,1,3.7240224599420655
./Dataset-copy/imdb_faces/imdb_crop/23/nm0000323_rm3938618880_1933-3-14_2009.jpg,76,1,1.983922281244212
./Dataset-copy/imdb_faces/imdb_crop/23/nm0000323_rm1740082176_1933-3-14_2009.jpg,76,1,1.841149033387075
./Dataset-copy/imdb_faces/imdb_crop/66/nm0607666_rm75276288_1931-5-18_2007.jpg,76,1,2.297443893972446
./Dataset-copy/imdb_faces/imdb_crop/31/nm0000631_rm569179648_1937-11-30_2014.jpg,76,1,3.13526957030115
./Dataset-copy/imdb_faces/imdb_crop/86/nm0814586_rm1075117056_1938-8-15_2015.jpg,76,0,1.5810795165281644
./Dataset-copy/imdb_faces/imdb_crop/80/nm0000380_rm2745470208_1931-1-5_2007.jpg,76,1,1.9307415374057424
./Dataset-copy/imdb_faces/imdb_crop/12/nm0005212_rm638972160_1939-5-25_2015.jpg,76,1,3.0103482121041902
./Dataset-copy/imdb_faces/imdb_crop/68/nm0546868_rm3281375232_1937-2-19_2013.jpg,76,1,1.1255471059919833
./Dataset-copy/imdb_faces/imdb_crop/15/nm0516215_rm2423500288_1936-10-19_2013.jpg,76,1,2.980356255745892
./Dataset-copy/imdb_faces/imdb_crop/09/nm0004309_rm3279081728_1936-7-5_2013.jpg,76,0,3.9054169976569577
./Dataset-copy/imdb_faces/imdb_crop/12/nm0005212_rm622194944_1939-5-25_2015.jpg,76,1,2.013547864506824
./Dataset-copy/imdb_faces/imdb_crop/02/nm0000602_rm1837227008_1936-8-18_2013.jpg,76,1,3.500660892697705
./Dataset-copy/imdb_faces/imdb_crop/65/nm0000265_rm2236717312_1925-2-20_2001.jpg,76,1,2.2344857679302863
./Dataset-copy/imdb_faces/imdb_crop/04/nm0000404_rm3389834752_1937-12-21_2014.jpg,76,0,2.3478757405556783
./Dataset-copy/imdb_faces/imdb_crop/61/nm0000661_rm343257344_1935-7-17_2012.jpg,76,1,1.534819972109408
./Dataset-copy/imdb_faces/imdb_crop/05/nm0101005_rm576516864_1938-1-0_2014.jpg,76,1,2.6518983705185284
./Dataset-copy/imdb_faces/imdb_crop/76/nm0822476_rm549951744_1924-7-1_2001.jpg,76,0,2.9601381895065466
./Dataset-copy/imdb_faces/imdb_crop/86/nm0001786_rm1057080320_1937-4-20_2013.jpg,76,1,1.2315981913855738
./Dataset-copy/imdb_faces/imdb_crop/07/nm0001807_rm750291968_1933-12-19_2010.jpg,76,0,3.6200832070257536
./Dataset-copy/imdb_faces/imdb_crop/90/nm0005190_rm3055661824_1934-11-13_2011.jpg,76,1,4.276764560413522
./Dataset-copy/imdb_faces/imdb_crop/09/nm0004309_rm292868352_1936-7-5_2013.jpg,76,0,3.0269825178060805
